Order ID,Date,Region,Sales Channel,Customer Type,Product Category,Product,Salesperson,Quantity,Unit Price,Discount,Revenue
ORD-1480,4/22/2026,North,Online,Returning,Accessories,Webcam,Aisha Lim,5,76.32,5%,362.52
ORD-1481,5/7/2026,North,Online,Returning,Networking,Ethernet Cable,Mei Tan,2,18.72,8%,34.44
ORD-1482,3/10/2026,North,Marketplace,Returning,Storage,USB Drive 128GB,Mei Tan,7,57.24,5%,380.65
ORD-1483,8/27/2026,South,Online,Returning,Storage,External SSD 1TB,Raj Kumar,3,392.85,10%,1060.7
ORD-1484,8/11/2026,East,Retail Store,Returning,Monitors,24-inch Monitor,Amir Hassan,2,522,8%,960.48
ORD-1485,10/10/2026,East,Retail Store,Returning,Accessories,Webcam,Nora Chen,3,72,8%,198.72
ORD-1486,4/10/2026,North,Retail Store,Returning,Monitors,Portable Monitor,Aisha Lim,2,655.2,0%,1310.4
ORD-1487,8/23/2026,Central,Marketplace,New,Accessories,Mouse Pad,Chloe Lim,5,13.5,3%,65.48
ORD-1488,9/21/2026,South,Retail Store,Returning,Office Supplies,Sticky Notes,Raj Kumar,3,7.2,5%,20.52
ORD-1489,12/19/2026,Central,Marketplace,New,Accessories,Mouse Pad,Hafiz Rahman,3,12.83,5%,36.55
ORD-1490,6/4/2026,North,Online,New,Storage,USB Drive 128GB,Daniel Wong,3,51.3,10%,138.51
ORD-1491,11/20/2026,Central,Online,Returning,Monitors,Portable Monitor,Chloe Lim,2,667.8,10%,1202.04
ORD-1492,9/11/2026,East,Retail Store,Returning,Accessories,Keyboard,Nora Chen,4,55.58,0%,222.3
ORD-1493,9/27/2026,East,Online,New,Accessories,Keyboard,Grace Ng,5,58.5,5%,277.88
ORD-1494,9/19/2026,Central,Online,Returning,Monitors,24-inch Monitor,Hafiz Rahman,3,506.34,3%,1473.45
ORD-1495,11/25/2026,East,Retail Store,New,Accessories,Mouse Pad,Nora Chen,3,13.5,8%,37.26
ORD-1496,9/20/2026,North,Retail Store,Returning,Monitors,24-inch Monitor,Daniel Wong,3,553.32,8%,1527.16
ORD-1497,4/20/2026,Central,Online,Returning,Storage,External HDD 2TB,Hafiz Rahman,4,305.28,8%,1123.43
ORD-1498,11/29/2026,East,Corporate Sales,Returning,Accessories,Wireless Mouse,Nora Chen,9,42.93,3%,374.78
ORD-1499,11/14/2026,South,Online,Returning,Storage,External SSD 1TB,Raj Kumar,5,405,5%,1923.75
ORD-1500,5/17/2026,East,Corporate Sales,New,Computers,Gaming Laptop,Amir Hassan,3,3591,3%,10449.81
ORD-1501,12/16/2026,Central,Corporate Sales,Returning,Monitors,Portable Monitor,Kevin Yap,2,642.6,15%,1092.42
ORD-1502,1/17/2026,South,Corporate Sales,New,Monitors,27-inch Monitor,Farah Ali,4,780.3,15%,2653.02
ORD-1503,5/1/2026,South,Online,Returning,Storage,External HDD 2TB,Farah Ali,2,299.52,0%,599.04
ORD-1504,11/9/2026,West,Online,New,Office Supplies,Desk Organizer,Priya Shah,6,33.39,3%,194.33
ORD-1505,4/4/2026,South,Online,New,Accessories,Webcam,Raj Kumar,6,68.4,15%,348.84
ORD-1506,3/30/2026,East,Marketplace,New,Accessories,Wireless Mouse,Amir Hassan,2,40.5,0%,81
ORD-1507,9/17/2026,North,Online,New,Office Supplies,Notebook Set,Daniel Wong,3,22.95,0%,68.85
ORD-1508,10/24/2026,South,Retail Store,New,Office Supplies,Desk Organizer,Farah Ali,2,31.5,0%,63
ORD-1509,10/22/2026,North,Online,New,Accessories,Webcam,Aisha Lim,2,69.84,3%,135.49
ORD-1510,4/23/2026,Central,Retail Store,New,Computers,Desktop Mini,Kevin Yap,2,1717.2,0%,3434.4
ORD-1511,1/13/2026,North,Retail Store,New,Monitors,Portable Monitor,Daniel Wong,2,642.6,10%,1156.68
ORD-1512,10/26/2026,East,Marketplace,Returning,Monitors,27-inch Monitor,Amir Hassan,4,742.05,15%,2522.97
ORD-1513,10/2/2026,West,Corporate Sales,Returning,Computers,Laptop Air 13,Ben Ho,3,2250,8%,6210
ORD-1514,6/23/2026,Central,Online,Returning,Computers,Gaming Laptop,Hafiz Rahman,2,3591,3%,6966.54
ORD-1515,6/6/2026,South,Online,Returning,Monitors,Portable Monitor,Farah Ali,2,611.1,10%,1099.98
ORD-1516,7/13/2026,East,Online,New,Accessories,USB-C Hub,Grace Ng,2,51.48,0%,102.96
ORD-1517,8/26/2026,Central,Retail Store,New,Storage,External HDD 2TB,Hafiz Rahman,5,279.36,8%,1285.06
ORD-1518,2/20/2026,East,Retail Store,Returning,Accessories,USB-C Hub,Grace Ng,4,48.02,8%,176.7
ORD-1519,10/13/2026,South,Corporate Sales,New,Computers,Laptop Air 13,Farah Ali,3,2137.5,10%,5771.25
ORD-1520,7/13/2026,East,Retail Store,New,Office Supplies,Desk Organizer,Grace Ng,7,31.5,15%,187.43
ORD-1521,12/12/2026,Central,Retail Store,Returning,Monitors,27-inch Monitor,Chloe Lim,2,765,20%,1224
ORD-1522,1/18/2026,Central,Online,Returning,Office Supplies,Pen Pack,Hafiz Rahman,5,11.23,5%,53.35
ORD-1523,9/13/2026,South,Retail Store,Returning,Monitors,27-inch Monitor,Farah Ali,4,795.6,5%,3023.28
ORD-1524,3/28/2026,West,Online,New,Accessories,Mouse Pad,Sofia Tan,4,14.31,20%,45.79
ORD-1525,2/21/2026,Central,Marketplace,Returning,Storage,Memory Card 256GB,Hafiz Rahman,3,81,5%,230.85
ORD-1526,8/6/2026,North,Retail Store,Returning,Office Supplies,Pen Pack,Aisha Lim,3,10.8,8%,29.81
ORD-1527,2/1/2026,East,Corporate Sales,New,Monitors,24-inch Monitor,Amir Hassan,3,522,8%,1440.72
ORD-1528,3/6/2026,East,Retail Store,New,Storage,External SSD 1TB,Grace Ng,4,405,20%,1296
ORD-1529,10/16/2026,East,Marketplace,Returning,Accessories,Laptop Stand,Grace Ng,3,34.2,0%,102.6
ORD-1530,10/24/2026,Central,Online,Returning,Monitors,24-inch Monitor,Hafiz Rahman,4,522,8%,1920.96
ORD-1531,5/7/2026,East,Marketplace,New,Accessories,Laptop Stand,Nora Chen,6,34.2,0%,205.2
ORD-1532,8/30/2026,East,Online,Returning,Office Supplies,Desk Organizer,Nora Chen,3,31.5,10%,85.05
ORD-1533,3/5/2026,Central,Retail Store,Returning,Office Supplies,Printer Paper,Kevin Yap,2,16.85,5%,32.01
ORD-1534,3/19/2026,West,Online,Returning,Storage,External SSD 1TB,Ben Ho,2,384.75,5%,731.03
ORD-1535,6/25/2026,Central,Online,Returning,Computers,Desktop Mini,Hafiz Rahman,2,1620,8%,2980.8
ORD-1536,12/15/2026,South,Online,Returning,Networking,Wi-Fi Router,Jason Lee,8,257.04,8%,1891.81
ORD-1537,11/11/2026,South,Marketplace,New,Storage,Memory Card 256GB,Raj Kumar,5,81,10%,364.5
ORD-1538,7/22/2026,West,Online,Returning,Storage,External SSD 1TB,Priya Shah,3,384.75,5%,1096.54
ORD-1539,8/6/2026,West,Online,New,Storage,External SSD 1TB,Priya Shah,8,405,10%,2916
ORD-1540,3/12/2026,Central,Online,Returning,Office Supplies,Sticky Notes,Hafiz Rahman,7,7.2,10%,45.36
ORD-1541,4/22/2026,Central,Retail Store,Returning,Computers,Gaming Laptop,Hafiz Rahman,2,3855.6,10%,6940.08
ORD-1542,10/13/2026,South,Marketplace,New,Office Supplies,Pen Pack,Raj Kumar,2,11.45,20%,18.32
ORD-1543,6/8/2026,West,Online,Returning,Computers,All-in-One PC,Sofia Tan,4,2619,8%,9637.92
ORD-1544,3/1/2026,East,Online,Returning,Office Supplies,Pen Pack,Amir Hassan,7,10.26,8%,66.07
ORD-1545,11/3/2026,Central,Retail Store,Returning,Networking,Network Switch,Chloe Lim,3,171.72,10%,463.64
ORD-1546,1/7/2026,South,Corporate Sales,Returning,Computers,All-in-One PC,Raj Kumar,2,2754,5%,5232.6
ORD-1547,9/21/2026,North,Retail Store,Returning,Accessories,USB-C Hub,Mei Tan,4,49.5,0%,198
ORD-1548,12/22/2026,North,Corporate Sales,Returning,Storage,USB Drive 128GB,Daniel Wong,4,57.24,10%,206.06
ORD-1549,2/3/2026,North,Corporate Sales,Returning,Monitors,24-inch Monitor,Aisha Lim,2,522,20%,835.2
ORD-1550,1/12/2026,North,Online,Returning,Accessories,Wireless Mouse,Aisha Lim,6,40.5,10%,218.7
ORD-1551,12/28/2026,Central,Online,Returning,Networking,Wi-Fi Router,Kevin Yap,3,252,0%,756
ORD-1552,1/23/2026,West,Online,Returning,Networking,Wi-Fi Router,Sofia Tan,4,267.12,10%,961.63
ORD-1553,4/11/2026,North,Retail Store,Returning,Accessories,Keyboard,Daniel Wong,3,60.84,15%,155.14
ORD-1554,11/9/2026,North,Corporate Sales,Returning,Computers,Laptop Air 13,Mei Tan,2,2137.5,5%,4061.25
ORD-1555,4/25/2026,South,Corporate Sales,Returning,Monitors,24-inch Monitor,Jason Lee,2,522,15%,887.4
ORD-1556,6/5/2026,North,Retail Store,New,Accessories,Wireless Mouse,Aisha Lim,3,40.5,10%,109.35
ORD-1557,7/9/2026,North,Online,Returning,Accessories,Keyboard,Daniel Wong,4,55.58,8%,204.52
ORD-1558,12/21/2026,Central,Online,Returning,Monitors,27-inch Monitor,Kevin Yap,6,742.05,20%,3561.84
ORD-1559,5/25/2026,Central,Retail Store,Returning,Storage,External HDD 2TB,Chloe Lim,2,288,0%,576
ORD-1560,9/30/2026,East,Online,Returning,Accessories,Mouse Pad,Amir Hassan,3,13.77,5%,39.24
ORD-1561,8/29/2026,West,Online,Returning,Networking,Mesh Wi-Fi Set,Sofia Tan,5,675,5%,3206.25
ORD-1562,8/1/2026,West,Retail Store,New,Accessories,Mouse Pad,Sofia Tan,2,13.77,0%,27.54
ORD-1563,2/24/2026,South,Online,Returning,Accessories,Webcam,Raj Kumar,2,76.32,5%,145.01
ORD-1564,12/15/2026,North,Online,Returning,Accessories,Laptop Stand,Daniel Wong,2,34.2,3%,66.35
ORD-1565,9/8/2026,North,Marketplace,Returning,Accessories,Laptop Stand,Daniel Wong,7,34.2,8%,220.25
ORD-1566,12/29/2026,North,Marketplace,Returning,Accessories,Webcam,Aisha Lim,6,76.32,5%,435.02
ORD-1567,9/11/2026,North,Retail Store,Returning,Computers,Gaming Laptop,Mei Tan,3,3780,10%,10206
ORD-1568,12/29/2026,North,Marketplace,New,Monitors,24-inch Monitor,Daniel Wong,3,542.88,8%,1498.35
ORD-1569,11/15/2026,East,Online,Returning,Storage,Memory Card 256GB,Grace Ng,2,81,5%,153.9
ORD-1570,1/12/2026,East,Online,Returning,Office Supplies,Sticky Notes,Nora Chen,8,6.84,8%,50.34
ORD-1571,11/13/2026,North,Marketplace,Returning,Storage,External SSD 1TB,Daniel Wong,3,392.85,10%,1060.7
ORD-1572,1/14/2026,West,Corporate Sales,Returning,Monitors,27-inch Monitor,Sofia Tan,3,742.05,5%,2114.84
ORD-1573,7/30/2026,West,Marketplace,New,Computers,All-in-One PC,Priya Shah,2,2565,3%,4976.1
ORD-1574,9/18/2026,West,Online,Returning,Accessories,Wireless Mouse,Priya Shah,5,42.93,10%,193.19
ORD-1575,3/24/2026,West,Online,Returning,Monitors,Portable Monitor,Ben Ho,2,630,5%,1197
ORD-1576,7/17/2026,Central,Retail Store,Returning,Office Supplies,Desk Organizer,Kevin Yap,4,33.39,10%,120.2
ORD-1577,11/29/2026,North,Marketplace,Returning,Accessories,Keyboard,Mei Tan,8,58.5,0%,468
ORD-1578,4/23/2026,North,Online,New,Networking,Wi-Fi Router,Mei Tan,3,252,8%,695.52
ORD-1579,6/14/2026,East,Corporate Sales,New,Accessories,Keyboard,Grace Ng,7,59.67,5%,396.81
ORD-1580,10/16/2026,East,Corporate Sales,Returning,Monitors,Ultrawide Monitor,Amir Hassan,4,1350,5%,5130
ORD-1581,12/3/2026,Central,Corporate Sales,New,Computers,Gaming Laptop,Kevin Yap,2,3780,3%,7333.2
ORD-1582,6/4/2026,Central,Corporate Sales,Returning,Computers,Laptop Air 13,Chloe Lim,2,2182.5,5%,4146.75
ORD-1583,12/6/2026,North,Retail Store,New,Computers,Desktop Mini,Mei Tan,2,1620,8%,2980.8
ORD-1584,4/7/2026,Central,Retail Store,Returning,Accessories,USB-C Hub,Kevin Yap,2,50.49,20%,80.78
ORD-1585,11/12/2026,West,Online,Returning,Networking,Mesh Wi-Fi Set,Ben Ho,3,715.5,3%,2082.11
ORD-1586,5/11/2026,West,Online,New,Storage,External HDD 2TB,Priya Shah,3,305.28,5%,870.05
ORD-1587,9/19/2026,East,Corporate Sales,Returning,Computers,Laptop Pro 14,Grace Ng,2,3052.8,20%,4884.48
ORD-1588,6/16/2026,South,Retail Store,Returning,Office Supplies,Desk Organizer,Farah Ali,2,32.76,15%,55.69
ORD-1589,1/6/2026,South,Online,Returning,Office Supplies,Notebook Set,Farah Ali,5,22.5,8%,103.5
ORD-1590,10/11/2026,North,Corporate Sales,Returning,Storage,Memory Card 256GB,Mei Tan,12,81,10%,874.8
ORD-1591,3/16/2026,Central,Retail Store,New,Networking,Network Switch,Hafiz Rahman,2,157.14,5%,298.57
ORD-1592,6/18/2026,East,Retail Store,Returning,Accessories,USB-C Hub,Amir Hassan,4,49.5,0%,198
ORD-1593,10/11/2026,East,Corporate Sales,New,Office Supplies,Pen Pack,Grace Ng,6,10.8,10%,58.32
ORD-1594,6/21/2026,West,Online,New,Networking,Mesh Wi-Fi Set,Sofia Tan,2,641.25,5%,1218.38
ORD-1595,12/8/2026,East,Retail Store,Returning,Storage,Memory Card 256GB,Nora Chen,3,78.57,10%,212.14
ORD-1596,6/11/2026,East,Online,Returning,Storage,USB Drive 128GB,Grace Ng,2,54,8%,99.36
ORD-1597,12/12/2026,North,Online,Returning,Accessories,Keyboard,Mei Tan,5,58.5,10%,263.25
ORD-1598,7/28/2026,South,Marketplace,Returning,Accessories,Mouse Pad,Raj Kumar,2,13.77,8%,25.34
ORD-1599,1/17/2026,South,Corporate Sales,Returning,Networking,Mesh Wi-Fi Set,Raj Kumar,5,654.75,8%,3011.85
ORD-1600,10/18/2026,East,Marketplace,Returning,Monitors,24-inch Monitor,Nora Chen,2,542.88,0%,1085.76
ORD-1601,12/16/2026,South,Corporate Sales,New,Monitors,Ultrawide Monitor,Raj Kumar,3,1350,0%,4050
ORD-1602,3/28/2026,West,Corporate Sales,New,Computers,Laptop Pro 14,Sofia Tan,2,2995.2,10%,5391.36
ORD-1603,1/16/2026,West,Online,New,Storage,External SSD 1TB,Sofia Tan,2,429.3,0%,858.6
ORD-1604,1/4/2026,West,Corporate Sales,Returning,Computers,Laptop Air 13,Sofia Tan,2,2250,0%,4500
ORD-1605,9/11/2026,Central,Online,New,Monitors,27-inch Monitor,Chloe Lim,2,742.05,10%,1335.69
ORD-1606,7/23/2026,North,Online,Returning,Monitors,24-inch Monitor,Aisha Lim,5,522,10%,2349
ORD-1607,5/19/2026,North,Corporate Sales,New,Office Supplies,Printer Paper,Mei Tan,5,16.85,3%,81.71
ORD-1608,11/10/2026,North,Online,New,Storage,USB Drive 128GB,Aisha Lim,2,51.3,5%,97.47
ORD-1609,4/20/2026,West,Corporate Sales,Returning,Computers,Gaming Laptop,Sofia Tan,5,3780,5%,17955
ORD-1610,11/26/2026,East,Corporate Sales,New,Networking,Network Switch,Grace Ng,7,157.14,8%,1011.98
ORD-1611,5/2/2026,South,Corporate Sales,Returning,Office Supplies,Pen Pack,Raj Kumar,7,10.48,3%,71.13
ORD-1612,8/13/2026,North,Marketplace,Returning,Accessories,Mouse Pad,Aisha Lim,5,13.5,15%,57.38
ORD-1613,5/22/2026,East,Retail Store,Returning,Computers,Gaming Laptop,Nora Chen,2,3666.6,5%,6966.54
ORD-1614,5/8/2026,North,Corporate Sales,Returning,Monitors,24-inch Monitor,Mei Tan,2,522,10%,939.6
ORD-1615,4/20/2026,North,Online,Returning,Storage,Memory Card 256GB,Daniel Wong,3,81,5%,230.85
ORD-1616,11/4/2026,Central,Retail Store,New,Office Supplies,Printer Paper,Hafiz Rahman,3,15.71,3%,45.73
ORD-1617,2/6/2026,North,Retail Store,Returning,Computers,Laptop Air 13,Aisha Lim,2,2385,5%,4531.5
ORD-1618,4/7/2026,East,Retail Store,Returning,Monitors,Portable Monitor,Nora Chen,3,667.8,0%,2003.4
ORD-1619,6/16/2026,East,Online,Returning,Storage,USB Drive 128GB,Nora Chen,2,55.08,10%,99.14
ORD-1620,12/11/2026,Central,Retail Store,Returning,Storage,Memory Card 256GB,Hafiz Rahman,3,78.57,20%,188.57
ORD-1621,5/22/2026,South,Online,New,Accessories,Mouse Pad,Raj Kumar,6,13.1,0%,78.57
ORD-1622,11/1/2026,North,Corporate Sales,Returning,Monitors,Portable Monitor,Mei Tan,2,630,8%,1159.2
ORD-1623,12/13/2026,East,Online,New,Monitors,27-inch Monitor,Grace Ng,2,780.3,15%,1326.51
ORD-1624,5/20/2026,South,Marketplace,New,Storage,External SSD 1TB,Jason Lee,3,405,0%,1215
ORD-1625,8/6/2026,West,Marketplace,Returning,Storage,USB Drive 128GB,Ben Ho,2,54,15%,91.8
ORD-1626,12/6/2026,Central,Corporate Sales,New,Office Supplies,Printer Paper,Kevin Yap,5,16.52,8%,76.01
ORD-1627,7/22/2026,West,Online,New,Storage,External HDD 2TB,Priya Shah,2,305.28,15%,518.98
ORD-1628,9/12/2026,Central,Retail Store,Returning,Office Supplies,Printer Paper,Chloe Lim,4,15.39,8%,56.64
ORD-1629,4/24/2026,West,Online,Returning,Computers,Laptop Pro 14,Ben Ho,3,2880,3%,8380.8
ORD-1630,9/9/2026,West,Online,New,Accessories,Wireless Mouse,Ben Ho,6,40.5,3%,235.71
ORD-1631,8/14/2026,East,Marketplace,New,Accessories,Wireless Mouse,Grace Ng,5,40.5,5%,192.38
ORD-1632,3/28/2026,North,Corporate Sales,Returning,Accessories,Wireless Mouse,Aisha Lim,9,41.31,15%,316.02
ORD-1633,11/22/2026,West,Online,Returning,Storage,External HDD 2TB,Sofia Tan,2,288,10%,518.4
ORD-1634,7/27/2026,East,Corporate Sales,Returning,Monitors,24-inch Monitor,Amir Hassan,3,522,10%,1409.4
ORD-1635,5/19/2026,West,Marketplace,Returning,Networking,Mesh Wi-Fi Set,Ben Ho,2,675,3%,1309.5
ORD-1636,9/6/2026,Central,Online,Returning,Storage,External SSD 1TB,Chloe Lim,4,413.1,8%,1520.21
ORD-1637,12/29/2026,Central,Online,Returning,Computers,Desktop Mini,Chloe Lim,2,1539,20%,2462.4
ORD-1638,11/22/2026,Central,Online,Returning,Storage,USB Drive 128GB,Hafiz Rahman,3,56.16,20%,134.78
ORD-1639,11/22/2026,North,Marketplace,Returning,Computers,Gaming Laptop,Mei Tan,2,3780,20%,6048
ORD-1640,4/28/2026,Central,Marketplace,Returning,Office Supplies,Printer Paper,Hafiz Rahman,3,15.39,0%,46.17
ORD-1641,6/14/2026,Central,Online,Returning,Networking,Wi-Fi Router,Hafiz Rahman,5,252,8%,1159.2
ORD-1642,6/24/2026,Central,Corporate Sales,Returning,Accessories,Wireless Mouse,Chloe Lim,9,40.5,15%,309.83
ORD-1643,7/1/2026,West,Online,New,Accessories,Webcam,Ben Ho,6,72,8%,397.44
ORD-1644,6/28/2026,West,Online,Returning,Office Supplies,Desk Organizer,Ben Ho,2,31.5,8%,57.96
ORD-1645,11/27/2026,Central,Online,Returning,Networking,Mesh Wi-Fi Set,Kevin Yap,8,654.75,5%,4976.1
ORD-1646,2/11/2026,South,Retail Store,New,Accessories,Laptop Stand,Jason Lee,8,34.2,3%,265.39
ORD-1647,7/25/2026,Central,Retail Store,Returning,Accessories,Mouse Pad,Hafiz Rahman,2,13.5,15%,22.95
ORD-1648,4/16/2026,South,Retail Store,New,Accessories,Laptop Stand,Raj Kumar,3,34.2,3%,99.52
ORD-1649,9/1/2026,North,Retail Store,New,Monitors,Portable Monitor,Aisha Lim,2,611.1,0%,1222.2
ORD-1650,12/13/2026,West,Corporate Sales,Returning,Storage,USB Drive 128GB,Ben Ho,4,52.38,0%,209.52
ORD-1651,12/16/2026,Central,Marketplace,Returning,Networking,Wi-Fi Router,Hafiz Rahman,3,239.4,10%,646.38
ORD-1652,12/22/2026,South,Marketplace,Returning,Storage,USB Drive 128GB,Farah Ali,4,54,20%,172.8
ORD-1653,11/2/2026,West,Retail Store,New,Computers,Laptop Air 13,Priya Shah,3,2385,10%,6439.5
ORD-1654,5/14/2026,South,Marketplace,Returning,Storage,USB Drive 128GB,Jason Lee,3,55.08,3%,160.28
ORD-1655,12/25/2026,Central,Retail Store,Returning,Storage,Memory Card 256GB,Chloe Lim,2,76.95,0%,153.9
ORD-1656,9/1/2026,North,Retail Store,New,Office Supplies,Printer Paper,Daniel Wong,3,15.39,20%,36.94
ORD-1657,7/16/2026,North,Corporate Sales,New,Computers,Laptop Air 13,Daniel Wong,2,2250,3%,4365
ORD-1658,11/19/2026,Central,Retail Store,Returning,Networking,Mesh Wi-Fi Set,Hafiz Rahman,7,702,5%,4668.3
ORD-1659,9/29/2026,South,Online,Returning,Accessories,Laptop Stand,Raj Kumar,6,33.17,0%,199.04
ORD-1660,6/23/2026,West,Retail Store,Returning,Monitors,24-inch Monitor,Ben Ho,5,532.44,10%,2395.98
ORD-1661,5/24/2026,Central,Marketplace,Returning,Accessories,Wireless Mouse,Chloe Lim,3,40.5,0%,121.5
ORD-1662,7/20/2026,South,Retail Store,New,Networking,Network Switch,Farah Ali,2,157.14,0%,314.28
ORD-1663,10/10/2026,West,Marketplace,New,Accessories,USB-C Hub,Ben Ho,7,49.5,8%,318.78
ORD-1664,9/27/2026,South,Online,Returning,Computers,Desktop Mini,Farah Ali,2,1684.8,5%,3201.12
ORD-1665,8/14/2026,West,Online,Returning,Networking,Mesh Wi-Fi Set,Priya Shah,7,675,5%,4488.75
ORD-1666,10/7/2026,East,Online,Returning,Computers,Laptop Air 13,Amir Hassan,3,2250,5%,6412.5
ORD-1667,8/18/2026,North,Online,New,Computers,Laptop Pro 14,Aisha Lim,2,3052.8,5%,5800.32
ORD-1668,5/19/2026,North,Retail Store,New,Storage,External HDD 2TB,Aisha Lim,6,288,0%,1728
ORD-1669,10/11/2026,South,Corporate Sales,Returning,Monitors,Ultrawide Monitor,Raj Kumar,5,1377,15%,5852.25
ORD-1670,3/3/2026,West,Retail Store,Returning,Accessories,Webcam,Sofia Tan,2,68.4,0%,136.8
ORD-1671,9/15/2026,West,Marketplace,Returning,Storage,Memory Card 256GB,Ben Ho,4,81,20%,259.2
ORD-1672,9/23/2026,West,Marketplace,New,Accessories,Keyboard,Sofia Tan,6,56.75,10%,306.42
ORD-1673,7/11/2026,East,Online,New,Office Supplies,Sticky Notes,Nora Chen,2,7.2,15%,12.24
ORD-1674,1/6/2026,North,Marketplace,Returning,Computers,Gaming Laptop,Mei Tan,2,4006.8,8%,7372.51
ORD-1675,3/19/2026,Central,Retail Store,New,Accessories,Mouse Pad,Kevin Yap,8,14.04,10%,101.09
ORD-1676,8/24/2026,East,Online,Returning,Monitors,Portable Monitor,Amir Hassan,3,630,5%,1795.5
ORD-1677,8/18/2026,North,Marketplace,Returning,Monitors,Portable Monitor,Mei Tan,2,642.6,5%,1220.94
ORD-1678,7/4/2026,East,Retail Store,Returning,Monitors,Ultrawide Monitor,Grace Ng,2,1431,3%,2776.14
ORD-1679,6/14/2026,Central,Corporate Sales,Returning,Office Supplies,Pen Pack,Kevin Yap,6,10.8,15%,55.08
ORD-1680,6/7/2026,North,Retail Store,New,Computers,Gaming Laptop,Mei Tan,2,3780,5%,7182
ORD-1681,9/5/2026,South,Online,Returning,Office Supplies,Notebook Set,Raj Kumar,3,21.83,0%,65.48
ORD-1682,8/2/2026,East,Marketplace,Returning,Storage,USB Drive 128GB,Grace Ng,6,54,15%,275.4
ORD-1683,9/23/2026,North,Marketplace,Returning,Networking,Wi-Fi Router,Mei Tan,5,244.44,8%,1124.42
ORD-1684,2/11/2026,East,Online,New,Accessories,Laptop Stand,Grace Ng,5,34.2,10%,153.9
ORD-1685,7/28/2026,North,Corporate Sales,New,Computers,Laptop Air 13,Mei Tan,4,2385,10%,8586
ORD-1686,4/26/2026,East,Online,New,Accessories,Mouse Pad,Nora Chen,3,14.04,8%,38.75
ORD-1687,10/17/2026,East,Online,Returning,Computers,Gaming Laptop,Grace Ng,4,4006.8,5%,15225.84
ORD-1688,1/5/2026,East,Corporate Sales,Returning,Monitors,24-inch Monitor,Nora Chen,2,506.34,5%,962.05
ORD-1689,6/13/2026,West,Corporate Sales,Returning,Networking,Wi-Fi Router,Priya Shah,7,252,15%,1499.4
ORD-1690,10/7/2026,West,Online,New,Office Supplies,Sticky Notes,Sofia Tan,5,7.2,5%,34.2
ORD-1691,11/20/2026,Central,Corporate Sales,Returning,Networking,Network Switch,Kevin Yap,12,162,3%,1885.68
ORD-1692,5/24/2026,West,Marketplace,Returning,Monitors,27-inch Monitor,Ben Ho,3,742.05,5%,2114.84
ORD-1693,6/10/2026,North,Marketplace,Returning,Accessories,Laptop Stand,Mei Tan,9,35.57,0%,320.11
ORD-1694,9/11/2026,West,Online,New,Storage,External SSD 1TB,Ben Ho,3,429.3,10%,1159.11
ORD-1695,8/5/2026,Central,Marketplace,Returning,Office Supplies,Sticky Notes,Kevin Yap,3,7.2,5%,20.52
ORD-1696,5/8/2026,West,Retail Store,New,Computers,All-in-One PC,Sofia Tan,3,2700,3%,7857
ORD-1697,3/14/2026,Central,Online,New,Office Supplies,Printer Paper,Kevin Yap,3,16.2,3%,47.14
ORD-1698,6/18/2026,East,Retail Store,New,Monitors,Portable Monitor,Grace Ng,3,667.8,20%,1602.72
ORD-1699,12/27/2026,North,Retail Store,Returning,Monitors,24-inch Monitor,Mei Tan,2,522,0%,1044
ORD-1700,12/12/2026,Central,Online,Returning,Accessories,Laptop Stand,Hafiz Rahman,2,34.2,3%,66.35
ORD-1701,12/4/2026,South,Retail Store,Returning,Accessories,Webcam,Farah Ali,2,74.88,15%,127.3
ORD-1702,3/27/2026,West,Online,Returning,Accessories,Wireless Mouse,Ben Ho,3,42.12,3%,122.57
ORD-1703,11/26/2026,South,Marketplace,Returning,Accessories,Keyboard,Raj Kumar,5,62.01,10%,279.05
ORD-1704,11/11/2026,North,Retail Store,Returning,Computers,Gaming Laptop,Aisha Lim,2,3855.6,20%,6168.96
ORD-1705,10/21/2026,North,Online,New,Storage,USB Drive 128GB,Daniel Wong,4,52.38,0%,209.52
ORD-1706,7/25/2026,North,Retail Store,New,Monitors,24-inch Monitor,Mei Tan,3,506.34,5%,1443.07
ORD-1707,7/4/2026,South,Corporate Sales,Returning,Monitors,Ultrawide Monitor,Raj Kumar,3,1404,8%,3875.04
ORD-1708,6/5/2026,South,Marketplace,New,Accessories,Wireless Mouse,Raj Kumar,4,39.29,5%,149.28
ORD-1709,3/4/2026,North,Marketplace,Returning,Accessories,Laptop Stand,Aisha Lim,2,34.2,0%,68.4
ORD-1710,5/2/2026,South,Online,Returning,Office Supplies,Notebook Set,Jason Lee,2,21.38,10%,38.48
ORD-1711,4/17/2026,West,Retail Store,New,Accessories,USB-C Hub,Priya Shah,2,51.48,0%,102.96
ORD-1712,4/29/2026,North,Retail Store,Returning,Accessories,Webcam,Mei Tan,3,72,5%,205.2
ORD-1713,11/17/2026,North,Marketplace,Returning,Networking,Mesh Wi-Fi Set,Mei Tan,8,702,8%,5166.72
ORD-1714,1/15/2026,Central,Retail Store,Returning,Accessories,Wireless Mouse,Kevin Yap,3,42.93,3%,124.93
ORD-1715,12/6/2026,Central,Online,Returning,Accessories,Keyboard,Chloe Lim,3,56.75,8%,156.62
ORD-1716,11/24/2026,East,Online,Returning,Storage,USB Drive 128GB,Grace Ng,4,55.08,20%,176.26
